,xUTM,yUTM,Prob
615,478500,863000,0.0023589911076869574
616,479000,863000,0.001692024292446871
617,479500,863000,0.0010055368862228187
618,480000,863000,0.0007183570744302904
619,480500,863000,0.0006987000545474831
620,481000,863000,0.0005635218800762551
621,481500,863000,0.00029517331199815244
622,482000,863000,9.578307581987525e-05
623,482500,863000,1.9116457996122253e-05
624,483000,863000,2.344268022557771e-06
625,483500,863000,1.766503720274648e-07
626,484000,863000,8.182787961932958e-09
627,468000,863500,1.1825476532365119e-08
628,468500,863500,2.32350776191091e-07
629,469000,863500,2.8406921395824543e-06
630,469500,863500,2.1585956732524436e-05
631,470000,863500,0.0001029045611698044
632,470500,863500,0.0003180252655474062
633,471000,863500,0.000693217062522544
634,471500,863500,0.0012267843032275514
635,472000,863500,0.0019141612373508295
636,472500,863500,0.002491197272331909
637,473000,863500,0.002631210760440055
638,473500,863500,0.002583652274422773
639,474000,863500,0.0027989467070583048
640,474500,863500,0.0032051658578931912
641,475000,863500,0.003350026226879508
642,475500,863500,0.0029831889438002046
643,476000,863500,0.0024004429955569065
644,476500,863500,0.0020552644973577576
645,477000,863500,0.002014998292029332
646,477500,863500,0.002004139291247844
647,478000,863500,0.0019011590220686192
648,478500,863500,0.001731583358007183
649,479000,863500,0.0013476915682956603
650,479500,863500,0.0008350333983905598
651,480000,863500,0.0005321269700567006
652,480500,863500,0.0004430786525997671
653,481000,863500,0.00033389600449167724
654,481500,863500,0.00016950205239798293
655,482000,863500,5.3819281050245225e-05
656,482500,863500,1.0545414819222447e-05
657,483000,863500,1.27201893084934e-06
658,483500,863500,9.440192167693479e-08
659,484000,863500,4.3094982233884465e-09
660,468000,864000,2.792971799472757e-08
661,468500,864000,5.062239171143171e-07
662,469000,864000,5.953272655860676e-06
663,469500,864000,4.4315212098834215e-05
664,470000,864000,0.00020661940964787474
665,470500,864000,0.000605677936720659
666,471000,864000,0.0011517773796726229
667,471500,864000,0.0015748626288289817
668,472000,864000,0.0019174493228532928
669,472500,864000,0.002404797335412521
670,473000,864000,0.0028083436821058345
671,473500,864000,0.0028072717835163096
672,474000,864000,0.002638638104622847
673,474500,864000,0.002714527927365754
674,475000,864000,0.0029045167824874756
675,475500,864000,0.0027763256511067667
676,476000,864000,0.0023138684953449527
677,476500,864000,0.0018045164350346565
678,477000,864000,0.0014334326213174592
679,477500,864000,0.0012320944370349753
680,478000,864000,0.0012019008696069783
681,478500,864000,0.0012605500677035702
682,479000,864000,0.00113518518570907
683,479500,864000,0.0008009389063860378
684,480000,864000,0.0005509659744856461
685,480500,864000,0.0004390108434281654
686,481000,864000,0.0003038989009606757
687,481500,864000,0.00014241013967938466
688,482000,864000,4.1956297597304604e-05
689,482500,864000,7.651166844431115e-06
690,483000,864000,8.610756175284817e-07
691,483500,864000,5.977739168627263e-08
692,484000,864000,2.5601170122313443e-09
693,468000,864500,7.681837406216786e-08
694,468500,864500,1.0678841735932916e-06
695,469000,864500,1.0550918266447341e-05
696,469500,864500,7.128715078164815e-05
697,470000,864500,0.0003164740749321859
698,470500,864500,0.0009020835783713063
699,471000,864500,0.0016568425989318568
700,471500,864500,0.0020894941008608634
701,472000,864500,0.002228308522681317
702,472500,864500,0.0026214468845565534
703,473000,864500,0.003125249579787316
704,473500,864500,0.003042834807324955
705,474000,864500,0.002462204722933519
706,474500,864500,0.0021288326499862248
707,475000,864500,0.002186589045367427
708,475500,864500,0.002176074935582519
709,476000,864500,0.0018900216129004
710,476500,864500,0.00141596405175449
711,477000,864500,0.0009362935154965478
712,477500,864500,0.000674996181845587
713,478000,864500,0.0007269309903517073
714,478500,864500,0.0009402768607534684
715,479000,864500,0.0010004466928722304
716,479500,864500,0.0008658360990643271
717,480000,864500,0.00077254122976555
718,480500,864500,0.000702679269601482
719,481000,864500,0.0004898364894555207
720,481500,864500,0.00022289391767850783
721,482000,864500,6.323979003500146e-05
722,482500,864500,1.1065736176420671e-05
723,483000,864500,1.1912822441233963e-06
724,483500,864500,7.893040142615275e-08
725,484000,864500,3.2341541972091813e-09
726,468000,865000,2.6753980296893734e-07
727,468500,865000,2.8477424707765835e-06
728,469000,865000,2.1102961675665928e-05
729,469500,865000,0.0001122026037068888
730,470000,865000,0.00042565350198855436
731,470500,865000,0.001117236910292746
732,471000,865000,0.0019846879336345297
733,471500,865000,0.0024533056601508106
734,472000,865000,0.0024496083865073793
735,472500,865000,0.0025569544447579225
736,473000,865000,0.00280899229554772
737,473500,865000,0.002603946895196301
738,474000,865000,0.001971442210591973
739,474500,865000,0.0015722326885338153
740,475000,865000,0.0015531360726919756
741,475500,865000,0.0015365418135257186
742,476000,865000,0.001340233559542195
743,476500,865000,0.000980052579457251
744,477000,865000,0.0005741572167866583
745,477500,865000,0.0003457954038727983
746,478000,865000,0.00040305758991003105
747,478500,865000,0.000631557181803216
748,479000,865000,0.0008095439128874738
749,479500,865000,0.0008860016566645481
750,480000,865000,0.0009557387129907674
751,480500,865000,0.0009164092806400267
752,481000,865000,0.000635359390965303
753,481500,865000,0.00028584154437001267
754,482000,865000,8.040451831105316e-05
755,482500,865000,1.3986685586800872e-05
756,483000,865000,1.505580554649432e-06
757,483500,865000,1.0246687738306989e-07
758,484000,865000,4.8811341622895205e-09
759,468000,865500,7.831672737165155e-07
760,468500,865500,7.4793239351062635e-06
761,469000,865500,4.6628382566800634e-05
762,469500,865500,0.00019795837657754346
763,470000,865500,0.0006005813999746943
764,470500,865500,0.0013412944301513469
765,471000,865500,0.002206085712527089
766,471500,865500,0.002671240935727759
767,472000,865500,0.0025195570611989816
768,472500,865500,0.002163280520553383
769,473000,865500,0.001904111155466561
770,473500,865500,0.0015646552755029155
771,474000,865500,0.0011411921352970514
772,474500,865500,0.0009288315613473472
773,475000,865500,0.0009309663395469493
774,475500,865500,0.0008989660951968976
775,476000,865500,0.0007542553385578415
776,476500,865500,0.000529676543958636
777,477000,865500,0.00028939408194981716
778,477500,865500,0.00015660884977222327
779,478000,865500,0.0002079388341444022
780,478500,865500,0.00042542403951020596
781,479000,865500,0.0007052390158224828
782,479500,865500,0.0009138168538831568
783,480000,865500,0.000976903100265962
784,480500,865500,0.0008493060529150645
785,481000,865500,0.0005461304952774225
786,481500,865500,0.00023675050432521858
787,482000,865500,6.58663717284854e-05
788,482500,865500,1.1715268828528998e-05
789,483000,865500,1.4447444799007198e-06
790,483500,865500,1.6167597254311456e-07
791,484000,865500,2.0522146691506194e-08
792,468000,866000,1.549521920301595e-06
793,468500,866000,1.4044584585863022e-05
794,469000,866000,8.175978978203544e-05
795,469500,866000,0.00031005593405722024
796,470000,866000,0.0008054434164101264
797,470500,866000,0.0015436433992698877
798,471000,866000,0.0023327571508634146
799,471500,866000,0.002820229556835474
800,472000,866000,0.0026594927965810024
801,472500,866000,0.001963181855136735
802,473000,866000,0.001230326165221255
803,473500,866000,0.0007339984739436917
804,474000,866000,0.0004686790610115778
805,474500,866000,0.00040686599527846784
806,475000,866000,0.00045166808144496255
807,475500,866000,0.0004554371224118112
808,476000,866000,0.0003718847943974933
809,476500,866000,0.00023993537454148134
810,477000,866000,0.00011833327828681152
811,477500,866000,6.517750398579506e-05
812,478000,866000,0.00013069225153552167
813,478500,866000,0.00036512040380036915
814,479000,866000,0.0007184419894510555
815,479500,866000,0.0009521194134878841
816,480000,866000,0.000886857809850934
817,480500,866000,0.0006193296755712285
818,481000,866000,0.00033257757019481153
819,481500,866000,0.00013260264927831167
820,482000,866000,3.94308780002804e-05
821,482500,866000,1.0748928703409705e-05
822,483000,866000,3.400072093170454e-06
823,483500,866000,9.930636347430733e-07
824,484000,866000,2.01203539603124e-07
825,468000,866500,2.4073323165441845e-06
826,468500,866500,1.7327557742329476e-05
827,469000,866500,9.589020079762262e-05
828,469500,866500,0.00034594791546239994
829,470000,866500,0.0008358187003324874
830,470500,866500,0.0014891125640406054
831,471000,866500,0.002223182947758153
832,471500,866500,0.0028860478691517207
833,472000,866500,0.002972921455782293
834,472500,866500,0.0022140239149638745
835,473000,866500,0.0011666124413265914
836,473500,866500,0.00047394055898924525
837,474000,866500,0.0002165941458959123
838,474500,866500,0.00021533654981051726
839,475000,866500,0.0003287011967271407
840,475500,866500,0.0004176778076476984
841,476000,866500,0.0003676509630706015
842,476500,866500,0.0002141385499384947
843,477000,866500,8.354740463986149e-05
844,477500,866500,3.795701801596406e-05
845,478000,866500,9.54042692301783e-05
846,478500,866500,0.00030284915904450467
847,479000,866500,0.0006258878497862921
848,479500,866500,0.0008242310817705186
849,480000,866500,0.0007118141690317956
850,480500,866500,0.0004266484337641791
851,481000,866500,0.00019554518598120343
852,481500,866500,8.632340365675112e-05
853,482000,866500,5.31096178278507e-05
854,482500,866500,3.773228775166513e-05
855,483000,866500,1.9979908526349787e-05
856,483500,866500,6.7519986697403145e-06
857,484000,866500,1.4109349194013984e-06
858,468000,867000,7.655134884311232e-06
859,468500,867000,1.8118110240778808e-05
860,469000,867000,7.390708067677357e-05
861,469500,867000,0.000253952863987222
862,470000,867000,0.0006062289647279116
863,470500,867000,0.0011160699985389812
864,471000,867000,0.0018652037540570997
865,471500,867000,0.0028108379602086535
866,472000,867000,0.0032739737054023645
867,472500,867000,0.002650729843792678
868,473000,867000,0.0014560952218388116
869,473500,867000,0.000596571176961765
870,474000,867000,0.0002937782361789266
871,474500,867000,0.00032083920251736
872,475000,867000,0.0005117910123768692
873,475500,867000,0.0006845125726274976
874,476000,867000,0.0006164050430263023
875,476500,867000,0.00035053391472192856
876,477000,867000,0.00012487205954860814
877,477500,867000,3.6757601360810196e-05
878,478000,867000,5.6862064885450215e-05
879,478500,867000,0.0001839390343532489
880,479000,867000,0.0004044022734348605
881,479500,867000,0.0005830274681569301
882,480000,867000,0.0005704967241557349
883,480500,867000,0.00039803944479720074
884,481000,867000,0.00023074939161627506
885,481500,867000,0.00017471503817115296
886,482000,867000,0.00018324895262086685
887,482500,867000,0.00015612972601344988
888,483000,867000,8.589178123991161e-05
889,483500,867000,2.9238887386600274e-05
890,484000,867000,6.118411628458156e-06
891,468000,867500,4.382152266596274e-05
892,468500,867500,4.380593921387353e-05
893,469000,867500,5.340541542663e-05
894,469500,867500,0.0001256669768228096
895,470000,867500,0.00030284849821072147
896,470500,867500,0.0006468280239543384
897,471000,867500,0.00133711103753473
898,471500,867500,0.0023753485212484496
899,472000,867500,0.003080323807707539
900,472500,867500,0.002720263700162185
901,473000,867500,0.0016578068985598645
902,473500,867500,0.0008443141751914655
903,474000,867500,0.0005813678281931792
904,474500,867500,0.0006127019269197191
905,475000,867500,0.0007758125113093572
906,475500,867500,0.000915854080830441
907,476000,867500,0.0007862144391075643
908,476500,867500,0.0004369772884931556
909,477000,867500,0.00015210426709015367
910,477500,867500,3.636703632537103e-05
911,478000,867500,2.7298782007370712e-05
912,478500,867500,9.299018032527163e-05
913,479000,867500,0.00025595834350876595
914,479500,867500,0.0004906631408064637
915,480000,867500,0.0006465443261181187
916,480500,867500,0.0005891142578152935
917,481000,867500,0.00043906099796031705
918,481500,867500,0.00041790114233910115
919,482000,867500,0.00047866162580985675
920,482500,867500,0.0004145068924906281
921,483000,867500,0.00022863052779200214
922,483500,867500,7.786358898429369e-05
923,484000,867500,1.6294679544726127e-05
924,468000,868000,0.00018295691222325742
925,468500,868000,0.00016236247656957315
926,469000,868000,9.629157433265339e-05
927,469500,868000,6.499424103946959e-05
928,470000,868000,0.00011207643114016547
929,470500,868000,0.0002956123243644056
930,471000,868000,0.0007708004613568148
931,471500,868000,0.0015785483023396181
932,472000,868000,0.0022564063546871133
933,472500,868000,0.0021847937163546882
934,473000,868000,0.001521580116603532
935,473500,868000,0.00101854732135774
936,474000,868000,0.0009272937177137036
937,474500,868000,0.0009637969448263788
938,475000,868000,0.000989850096635007
939,475500,868000,0.0009547545899556951
940,476000,868000,0.0007244290886224272
941,476500,868000,0.00037471323891935743
942,477000,868000,0.00012450332426730489
943,477500,868000,2.729534405504934e-05
944,478000,868000,1.4279003509651286e-05
945,478500,868000,6.010348727766211e-05
946,479000,868000,0.00021952447420780393
947,479500,868000,0.000523102436803769
948,480000,868000,0.0007960327144046059
949,480500,868000,0.0007953657096958199
950,481000,868000,0.0006427736645866273
951,481500,868000,0.0006602542965779506
952,482000,868000,0.0007779656905171279
953,482500,868000,0.0006771545086655755
954,483000,868000,0.0003737907514557267
955,483500,868000,0.00012731508386029712
956,484000,868000,2.6643980108420278e-05
957,468000,868500,0.00047507381438260027
958,468500,868500,0.00041793632426537377
959,469000,868500,0.00022719226285301488
960,469500,868500,8.225442201237619e-05
961,470000,868500,4.427406537700824e-05
962,470500,868500,0.00011349651513329518
963,471000,868500,0.0003618820564361004
964,471500,868500,0.0008434483681485094
965,472000,868500,0.0013320688336906055
966,472500,868500,0.0014296587523768265
967,473000,868500,0.0011683357487562007
968,473500,868500,0.0010081651234704605
969,474000,868500,0.0010911392391239076
970,474500,868500,0.0011775060574878177
971,475000,868500,0.001143559310252916
972,475500,868500,0.00095711332385925
973,476000,868500,0.0006136347803941042
974,476500,868500,0.0002724632092416425
975,477000,868500,7.984568215287977e-05
976,477500,868500,1.5761051523803213e-05
977,478000,868500,8.563045603377087e-06
978,478500,868500,4.3718103717924085e-05
979,479000,868500,0.00017660716390266446
980,479500,868500,0.00044469344668225994
981,480000,868500,0.000697361559676423
982,480500,868500,0.0007122096126299357
983,481000,868500,0.0005978060509211979
984,481500,868500,0.0006462657714439974
985,482000,868500,0.000777395250373878
986,482500,868500,0.0006793144130376195
987,483000,868500,0.0003752117040128807
988,483500,868500,0.00012781082966184496
989,484000,868500,2.6748098368255495e-05
990,468000,869000,0.0007580452166651297
991,468500,869000,0.0006664754071664748
992,469000,869000,0.0003599572115717278
993,469500,869000,0.00012066720268203602
994,470000,869000,3.372248952278845e-05
995,470500,869000,5.5159202898815945e-05
996,471000,869000,0.00020216650390526605
997,471500,869000,0.0005182862358557254
998,472000,869000,0.0008827831769417252
999,472500,869000,0.0010528614990149832
1000,473000,869000,0.0010203497262604713
1001,473500,869000,0.0010033170843772384
1002,474000,869000,0.0010704288922538465
1003,474500,869000,0.0011424398194155596
1004,475000,869000,0.0011383165785938444
1005,475500,869000,0.0009328963582020356
1006,476000,869000,0.0005467196832561143
1007,476500,869000,0.000212138836718303
1008,477000,869000,5.3093931603190744e-05
1009,477500,869000,8.845080953392367e-06
1010,478000,869000,4.35124201720593e-06
1011,478500,869000,2.3301488346244935e-05
1012,479000,869000,9.591947506098755e-05
1013,479500,869000,0.00024379209240201467
1014,480000,869000,0.00038453158669269613
1015,480500,869000,0.0003965259499238627
1016,481000,869000,0.0003437685368790545
1017,481500,869000,0.00038946371966795364
1018,482000,869000,0.0004771949200233747
1019,482500,869000,0.00041843620923762907
1020,483000,869000,0.00023124353356823341
1021,483500,869000,7.877644760001316e-05
1022,484000,869000,1.6486444282090597e-05
1023,468000,869500,0.0007426687029996983
1024,468500,869500,0.0006529298319991123
1025,469000,869500,0.00035248869017511484
1026,469500,869500,0.0001176174291315942
1027,470000,869500,3.1978881808586895e-05
1028,470500,869500,5.569305035639604e-05
1029,471000,869500,0.0002140891936842441
1030,471500,869500,0.0005563816935450559
1031,472000,869500,0.0009730510063028366
1032,472500,869500,0.0012601630100884738
1033,473000,869500,0.00137211548515017
1034,473500,869500,0.0013406948683115456
1035,474000,869500,0.0011802244765592449
1036,474500,869500,0.001014493957578941
1037,475000,869500,0.0009103887119713611
1038,475500,869500,0.0007213595384006889
1039,476000,869500,0.0004093118931375496
1040,476500,869500,0.00015075243438638676
1041,477000,869500,3.494993294387226e-05
1042,477500,869500,5.171532355120861e-06
1043,478000,869500,1.6254611682779777e-06
1044,478500,869500,7.87514031943345e-06
1045,479000,869500,3.248332647641858e-05
1046,479500,869500,8.269299181660012e-05
1047,480000,869500,0.0001306948597150259
1048,480500,869500,0.00013590464634138688
1049,481000,869500,0.0001217812787806464
1050,481500,869500,0.00014438367544351163
1051,482000,869500,0.00017991626022939003
1052,482500,869500,0.00015825462952593415
1053,483000,869500,8.74998471347708e-05
1054,483500,869500,2.981027191655161e-05
1055,484000,869500,6.238803986410207e-06
1056,468000,870000,0.00044672170678369973
1057,468500,870000,0.0003927427082551573
1058,469000,870000,0.00021204101059617042
1059,469500,870000,7.111500628095636e-05
1060,470000,870000,2.331089063079948e-05
1061,470500,870000,6.02620519064713e-05
1062,471000,870000,0.00023781264103093217
1063,471500,870000,0.0006233562066048199
1064,472000,870000,0.0011271839414106824
1065,472500,870000,0.001572461620894009
1066,473000,870000,0.00186452886405046
1067,473500,870000,0.0018667215936485713
1068,474000,870000,0.0015033903054483902
1069,474500,870000,0.001013602514083342
1070,475000,870000,0.0006591720253909226
1071,475500,870000,0.00042085228379713265
1072,476000,870000,0.00021701081668210366
1073,476500,870000,7.648995542765854e-05
1074,477000,870000,1.7186778560381442e-05
1075,477500,870000,2.4281990046277277e-06
1076,478000,870000,4.511715487025635e-07
1077,478500,870000,1.6462083681635524e-06
1078,479000,870000,6.770010147947428e-06
1079,479500,870000,1.7241540696371953e-05
1080,480000,870000,2.7292871675786824e-05
1081,480500,870000,2.8633896164654277e-05
1082,481000,870000,2.6564427330045266e-05
1083,481500,870000,3.292091688186048e-05
1084,482000,870000,4.1662461792713615e-05
1085,482500,870000,3.674930428572029e-05
1086,483000,870000,2.0327735305673355e-05
1087,483500,870000,6.925900033857302e-06
1088,484000,870000,1.4494923465111802e-06
1089,468000,870500,0.0001649754368520279
1090,468500,870500,0.00014504150588188084
1091,469000,870500,7.832615102652712e-05
1092,469500,870500,2.6586838327377345e-05
1093,470000,870500,1.2014599790435794e-05
1094,470500,870500,4.448842015766195e-05
1095,471000,870500,0.00017991431355125724
1096,471500,870500,0.0004847113763316729
1097,472000,870500,0.0009335282399551409
1098,472500,870500,0.0014460585462253003
1099,473000,870500,0.0019164057013695353
1100,473500,870500,0.002085636068179318
1101,474000,870500,0.0017621948772175262
1102,474500,870500,0.001140339487348495
1103,475000,870500,0.0005820621100203968
1104,475500,870500,0.0002497169570436113
1105,476000,870500,9.25728124814534e-05
1106,476500,870500,2.7296123076609086e-05
1107,477000,870500,5.666005349017817e-06
1108,477500,870500,7.681414415979593e-07
1109,478000,870500,9.598517251328087e-08
1110,478500,870500,2.1267861641135436e-07
1111,479000,870500,8.666334137416726e-07
1112,479500,870500,2.207563677301864e-06
1113,480000,870500,3.5002733929746226e-06
1114,480500,870500,3.7081026999450375e-06
1115,481000,870500,3.5679160607207967e-06
1116,481500,870500,4.616060481518248e-06
1117,482000,870500,5.925206220917298e-06
1118,482500,870500,5.2396796698297796e-06
1119,483000,870500,2.899441212955574e-06
1120,483500,870500,9.879322816443003e-07
1121,484000,870500,2.067620107244098e-07
1122,468000,871000,3.740603928578697e-05
1123,468500,871000,3.288659481051298e-05
1124,469000,871000,1.776835832477746e-05
1125,469500,871000,6.180391826598794e-06
1126,470000,871000,4.3300398973062975e-06
1127,470500,871000,2.0724586354262165e-05
1128,471000,871000,8.666351991301235e-05
1129,471500,871000,0.0002494749189594251
1130,472000,871000,0.0005491464916876932
1131,472500,871000,0.0010192365903175652
1132,473000,871000,0.0015793995035799269
1133,473500,871000,0.0019140061709846665
1134,474000,871000,0.001751463323978139
1135,474500,871000,0.0011894587976862393
1136,475000,871000,0.0005833717688535846
1137,475500,871000,0.00020229418824069343
1138,476000,871000,5.052090006605451e-05
1139,476500,871000,9.65532973320291e-06
1140,477000,871000,1.4649178533609915e-06
1141,477500,871000,1.678619701133734e-07
1142,478000,871000,1.5658463329757248e-08
1143,478500,871000,1.7119406531683474e-08
1144,479000,871000,6.812355027253635e-08
1145,479500,871000,1.7354697595342487e-07
1146,480000,871000,2.7567303679659963e-07
1147,480500,871000,2.9517203008068727e-07
1148,481000,871000,2.950756609554222e-07
1149,481500,871000,3.9798421879631587e-07
1150,482000,871000,5.175257819857837e-07
1151,482500,871000,4.586917696817814e-07
1152,483000,871000,2.539117930376568e-07
1153,483500,871000,8.652044763097459e-08
1154,484000,871000,1.8107804378378484e-08
1155,468000,871500,5.207201796028657e-06
1156,468500,871500,4.578151289383307e-06
1157,469000,871500,2.4760375816572878e-06
1158,469500,871500,9.040549657923675e-07
1159,470000,871500,1.071390571755532e-06
1160,470500,871500,6.13827910052561e-06
1161,471000,871500,2.790383134925426e-05
1162,471500,871500,9.593142813721307e-05
1163,472000,871500,0.0002761669750269508
1164,472500,871500,0.0006549220123443622
1165,473000,871500,0.0011700535738205155
1166,473500,871500,0.0015074197369619677
1167,474000,871500,0.0014112404063860939
1168,474500,871500,0.0009660420535789239
1169,475000,871500,0.00047028505895095867
1170,475500,871500,0.0001556336271223884
1171,476000,871500,3.395036847513265e-05
1172,476500,871500,4.890527039998515e-06
1173,477000,871500,4.863381999992413e-07
1174,477500,871500,3.609434430360114e-08
1175,478000,871500,2.209556171094565e-09
1176,478500,871500,8.841910228810214e-10
1177,479000,871500,3.288840067155129e-09
1178,479500,871500,8.37683547064374e-09
1179,480000,871500,1.3333117753352142e-08
1180,480500,871500,1.44441672324833e-08
1181,481000,871500,1.502671237728799e-08
1182,481500,871500,2.1096307380907587e-08
1183,482000,871500,2.775989285755486e-08
1184,482500,871500,2.465446997246066e-08
1185,483000,871500,1.3651940072242753e-08
1186,483500,871500,4.652120056667112e-09
1187,484000,871500,9.736459479575184e-10
1188,468000,872000,4.4504858607629706e-07
1189,468500,872000,3.9130076285589977e-07
1190,469000,872000,2.1207143356627223e-07
1191,469500,872000,8.513875330641714e-08
1192,470000,872000,1.8131031572572767e-07
1193,470500,872000,1.2550450241973467e-06
1194,471000,872000,7.21259585013506e-06
1195,471500,872000,3.507208015674429e-05
1196,472000,872000,0.00013723134762797586
1197,472500,872000,0.0003850012690042083
1198,473000,872000,0.0007290690983745107
1199,473500,872000,0.0009348642096176196
1200,474000,872000,0.0008423051684495438
1201,474500,872000,0.0005500804211584538
1202,475000,872000,0.0002578095521644429
1203,475500,872000,8.293933991679113e-05
1204,476000,872000,1.750241696468448e-05
1205,476500,872000,2.3581913245629805e-06
1206,477000,872000,2.0176513103661123e-07
1207,477500,872000,1.1181722324856509e-08
1208,478000,872000,4.273240034011557e-10
1209,478500,872000,3.543975953817232e-11
1210,479000,872000,9.76162275825849e-11
1211,479500,872000,2.4825877380150525e-10
1212,480000,872000,3.960270825129356e-10
1213,480500,872000,4.345597354294408e-10
1214,481000,872000,4.712016509524562e-10
1215,481500,872000,6.874590290056045e-10
1216,482000,872000,9.144276401767188e-10
1217,482500,872000,8.136301499310935e-10
1218,483000,872000,4.506594945632022e-10
1219,483500,872000,1.5357608865328072e-10
1220,484000,872000,3.214226967640252e-11
